Software Name,Aliases,Normalized Name
malpedia_BrushaLoader,,brushaloader
malpedia_Brute Ratel C4,"BOLDBADGER, BruteRatel",brute ratel c4
malpedia_BrutPOS,,brutpos
malpedia_BS2005,,bs2005
malpedia_BTCWare,,btcware
malpedia_BUBBLEWRAP,,bubblewrap
malpedia_Buer,"Buerloader, RustyBuer",buer
malpedia_BUFFETLINE,,buffetline
malpedia_BUGHATCH,,bughatch
malpedia_bugsleep,MuddyRot,bugsleep
malpedia_Buhtrap,Ratopak,buhtrap
malpedia_BumbleBee,"COLDTRAIN, SHELLSTING, Shindig",bumblebee
malpedia_Bundestrojaner,"R2D2, 0zapftis",bundestrojaner
malpedia_BundleBot,,bundlebot
malpedia_Bunitu,,bunitu
malpedia_BunnyLoader,,bunnyloader
malpedia_Buterat,spyvoltar,buterat
malpedia_Buzus,Yimfoca,buzus
malpedia_BYEBY,,byeby
malpedia_c0d0so0,,c0d0so0
malpedia_CabArt,,cabart
malpedia_Cactus,,cactus
malpedia_CaddyWiper,KillDisk.NCX,caddywiper
malpedia_CadelSpy,Cadelle,cadelspy
malpedia_CALMTHORN,,calmthorn
malpedia_Cameleon,StormKitty,cameleon
malpedia_campoloader,,campoloader
malpedia_CamuBot,,camubot
malpedia_Cannibal Rat,,cannibal rat
malpedia_Cannon,,cannon
malpedia_Carbanak,"Anunak, Sekur RAT",carbanak
malpedia_Carberp,,carberp
malpedia_Cardinal RAT,,cardinal rat
malpedia_Careto,TheMask,careto
malpedia_CargoBay,,cargobay
malpedia_CARROTBALL,,carrotball
malpedia_CarrotBat,,carrotbat
malpedia_Casper,,casper
malpedia_CatB,,catb
malpedia_Catchamas,,catchamas
malpedia_CCleaner Backdoor,DIRTCLEANER,ccleaner backdoor
malpedia_CEELOADER,,ceeloader
malpedia_CenterPOS,cerebrus,centerpos
malpedia_Cerber,,cerber
malpedia_CetaRAT,,ceta rat
malpedia_ChaChi,,chachi
malpedia_Chaes,,chaes
malpedia_Chainshot,,chainshot
malpedia_CHAIRSMACK,,chairsmack
malpedia_Chaos,"FakeRyuk, RyukJoke, Yashma",chaos
malpedia_Chaperone,Taj Mahal,chaperone
malpedia_ChargeWeapon,,chargeweapon
malpedia_CHCH,,chch
malpedia_ChChes,"HAYMAKER, Ham Backdoor",chches
malpedia_CHEESETRAY,CROWDEDFLOUNDER,cheesetray
malpedia_Chernolocker,,chernolocker
malpedia_CherryLoader,,cherryloader
malpedia_CherryPicker POS,"cherrypickerpos, cherrypicker, cherry_picker",cherry picker
malpedia_ChewBacca,,chewbacca
malpedia_Chimera,,chimera
malpedia_CHINACHOPPER,,chinachopper
malpedia_Chinad,,chinad
malpedia_ChinaJm,,chinajm
malpedia_Chinotto,,chinotto
malpedia_Chinoxy,,chinoxy
malpedia_Chir,,chir
malpedia_Chisel,,chisel
malpedia_ChiserClient,,chiser client
malpedia_Choziosi,ChromeLoader,choziosi
malpedia_ChrGetPdsi Stealer,,chrgetpdsi stealer
malpedia_Chthonic,AndroKINS,chthonic
malpedia_Cicada3301,,cicada3301
malpedia_cifty,,cifty
malpedia_Cinobi,,cinobi
malpedia_Cinoshi,Agniane,cinoshi
malpedia_Citadel,,citadel
malpedia_Clambling,,clambling
malpedia_CLASSFON,,classfon
malpedia_CLEANTOAD,,cleantoad
malpedia_Client Maximus,,client maximus
malpedia_ClipBanker,,clipbanker
malpedia_Clipog,,clipog
malpedia_Clop,,clop
malpedia_CLOUDBURST,NickelLoader,cloudburst
malpedia_CloudEyE,"GuLoader, vbdropper",cloudeye
malpedia_CloudWizard,,cloudwizard
malpedia_CloudDuke,"MiniDionis, CloudLook",cloud duke
malpedia_CloudScout,,cloud scout
malpedia_cmoon,,cmoon
malpedia_CMSBrute,,cmsbrute
malpedia_CMSTAR,meciv,cmstar
malpedia_CoalaBot,,coalabot
malpedia_CobaltMirage FRP,,cobaltmirage tunnel
malpedia_Cobalt Strike,"Agentemis, BEACON, CobaltStrike, cobeacon",cobalt strike
malpedia_Cobian RAT,,cobian rat
malpedia_CobInt,COOLPANTS,cobint
malpedia_Cobra Carbon System,Carbon,cobra
malpedia_CockBlocker,,cockblocker
malpedia_CodeKey,,codekey
malpedia_CodeCore,,code core
malpedia_Cohhoc,,cohhoc
malpedia_Coinminer,,coinminer
malpedia_coldbrew,,coldbrew
malpedia_ColdLock,,coldlock
malpedia_Cold$eal,ColdSeal,coldseal
malpedia_ColdStealer,,coldstealer
malpedia_Colibri Loader,,colibri
malpedia_Collection RAT,,collection rat
malpedia_CollectorGoomba,Collector Stealer,collectorgoomba
malpedia_Colony,"Bandios, GrayBird",colony
malpedia_Combojack,,combojack
malpedia_Combos,,combos
malpedia_ComeBacker,,comebacker
malpedia_Comfoo,,comfoo
malpedia_ComLook,,comlook
malpedia_CommonMagic,,common magic
malpedia_ComodoSec,,comodosec
malpedia_COMpfun,Reductor RAT,compfun
malpedia_Computrace,lojack,computrace
malpedia_ComradeCircle,,comrade circle
malpedia_concealment_troy,,concealment troy
malpedia_Conficker,"traffic converter, downadup, Kido",conficker
malpedia_Confucius,,confucius
malpedia_Conti,,conti
malpedia_Contopee,WHITEOUT,contopee
malpedia_CookieBag,,cookiebag
malpedia_CopperStealth,,copperstealth
malpedia_CopperStealer,Mingloa,copper stealer
malpedia_Corebot,,corebot
malpedia_CoreDN,,coredn
malpedia_Coreshell,SOURFACE,coreshell
malpedia_CoronaVirus Ransomware,CoronaVirus Cover-Ransomware,coronavirus ransomware
malpedia_CosmicDuke,,cosmicduke
malpedia_Cotx RAT,,cotx
malpedia_Cova,,cova
malpedia_Covicli,Covically,covicli
malpedia_Covid22,,covid22
malpedia_CoViper,,coviper
malpedia_COZYDUKE,"CozyCar, Cozer, CozyBear, EuroAPT",cozyduke
malpedia_CrackedCantil,,crackedcantil
malpedia_crackshot,,crackshot
malpedia_CradleCore,,cradlecore
malpedia_CRAT,,crat
malpedia_CREAMSICLE,,creamsicle
malpedia_CreateHiddenAccount,,create hidden account
malpedia_CredoMap,,credomap
malpedia_Credraptor,,credraptor
malpedia_CreepySnail,,creepysnail
malpedia_CreepExfil,,creep exfil
malpedia_Crenufs,,crenufs
malpedia_Crimson RAT,"SEEDOOR, Scarimson",crimson
malpedia_CrimsonIAS,,crimsonias
malpedia_Cring,,cring
malpedia_CrossLock,,crosslock
malpedia_CROSSWALK,"ProxIP, Motnug, TOMMYGUN",crosswalk
malpedia_Croxloader,,croxloader
malpedia_CruLoader,,cruloader
malpedia_Crutch,,crutch
malpedia_Cryakl,CryLock,cryakl
malpedia_CryLocker,,crylocker
malpedia_CrypMic,,crypmic
malpedia_Crypt0l0cker,,crypt0l0cker
malpedia_CryptBot,,cryptbot
malpedia_CrypticConvo,,cryptic convo
malpedia_CryptNET,,cryptnet
malpedia_CryptoClippy,,cryptoclippy
malpedia_CryptoDarkRubix,Ranet,cryptodarkrubix
malpedia_CryptoJoker,PlutoCrypt,cryptojoker
malpedia_CryptoLocker,,cryptolocker
malpedia_CryptoLuck,,cryptoluck
malpedia_CryptoMix,"Azer, CryptFile2",cryptomix
malpedia_CryptoPatronum,,cryptopatronum
malpedia_Cryptorium,,cryptorium
malpedia_CryptoShield,,cryptoshield
malpedia_CryptoShuffler,,cryptoshuffler
malpedia_CRYPTOSLAY,,cryptoslay
malpedia_Cryptowall,,cryptowall
malpedia_CryptoWire,,cryptowire
malpedia_CryptoFortress,,crypto fortress
malpedia_CryptoRansomeware,,crypto ransomeware
malpedia_CryptXXXX,,cryptxxxx
malpedia_Crystal Rans0m,CrystalRansom,crystal ransom
malpedia_Crytox,,crytox
malpedia_CsExt,,csext
malpedia_csharp-streamer RAT,,csharpstreamer
malpedia_CTB Locker,,ctb locker
malpedia_Cuba,COLDDRAW,cuba
malpedia_Cuegoe,,cuegoe
malpedia_Cueisfry,,cueisfry
malpedia_Cur1Downloader,,cur1 downloader
malpedia_Curator,"Ever101, SunnyDay",curator
malpedia_Cursed Murderer,,cursed murderer
malpedia_CustomerLoader,,customerloader
malpedia_Cutlet,,cutlet
malpedia_Cutwail,,cutwail
malpedia_CyberGate,Rebhip,cybergate
malpedia_CyberSplitter,,cyber splitter
malpedia_CycBot,,cycbot
malpedia_Cyrat,,cyrat
malpedia_cysxl,,cysxl
malpedia_Dacls,MATA,dacls
malpedia_DADJOKE,,dadjoke
malpedia_DADSTACHE,,dadstache
malpedia_Dairy,,dairy
malpedia_DanaBot,,danabot
malpedia_danbot,,danbot
malpedia_Daolpu,,daolpu
malpedia_DarkBit,,darkbit
malpedia_DarkCloud Stealer,,darkcloud
malpedia_DarkComet,"Breut, Fynloski, klovbot",darkcomet
malpedia_DARKDEW,,darkdew
malpedia_DarkEye,,darkeye
malpedia_DarkGate,"Meh, MehCrypter",darkgate
malpedia_DarkIRC,,darkirc
malpedia_DarkLoader,,darkloader
malpedia_DarkMe,,darkme
malpedia_DarkMegi,,darkmegi
malpedia_Darkmoon,Chymine,darkmoon
malpedia_DarkPulsar,,darkpulsar
malpedia_DarkRat,,darkrat
malpedia_DarkShell,,darkshell
malpedia_DarkSide,BlackMatter,darkside
malpedia_Darksky,,darksky
malpedia_DarkStRat,,darkstrat
malpedia_DarkTequila,,darktequila
malpedia_DarkTortilla,,darktortilla
malpedia_Darktrack RAT,,darktrack rat
malpedia_DarkVision RAT,,darkvision rat
malpedia_DarkVNC,,darkvnc
malpedia_Daserf,"Muirim, Nioupale",daserf
malpedia_DataExfiltrator,FileSender,data exfiltrator
malpedia_Datper,,datper
malpedia_Daxin,DELIMEAT,daxin
malpedia_DBatLoader,"ModiLoader, NatsoLoader",dbatloader
malpedia_DBoxAgent,,dboxagent
malpedia_DcDcrypt,,dcdcrypt
malpedia_DCRat,DarkCrystal RAT,dcrat
malpedia_DCSrv,DCrSrv,dcsrv
malpedia_DDKeylogger,,ddkeylogger
malpedia_DDKONG,,ddkong
malpedia_DEADWOOD,"Agrius, SQLShred, DETBOSIT",deadwood
malpedia_DealPly,,dealply
malpedia_dearcry,DoejoCrypt,dearcry
malpedia_DeathRansom,"deathransom, wacatac",deathransom
malpedia_DECAF,,decaf
malpedia_Decebal,,decebal
malpedia_DeepCreep,,deepcreep
malpedia_DEEPDATA,,deepdata
malpedia_DEEPPOST,,deeppost
malpedia_DeepRAT,,deep rat
malpedia_Defray,Glushkov,defray
malpedia_Deimos,,deimos
malpedia_DeimosC2,,deimos c2
malpedia_DeliveryCheck,"GAMEDAY, CAPIBAR",delivery check
"malpedia_Delta(Alfa,Bravo, ...)",,deltas
malpedia_DeltaStealer,,deltastealer
malpedia_Dented,,dented
malpedia_Deprimon,,deprimon
malpedia_DeputyDog,,deputydog
malpedia_DeriaLock,,deria lock
malpedia_DeroHE,,derohe
malpedia_Derusbi,PHOTO,derusbi
malpedia_DesertBlade,,desertblade
malpedia_Devil's Rat,,devils rat
malpedia_DevOpt,,devopt
malpedia_Dexbia,CONIME,dexbia
malpedia_Dexphot,,dexphot
malpedia_Dexter,LusyPOS,dexter
malpedia_Dharma,"Arena, Crysis, Wadhrama, ncov",dharma
malpedia_DiamondFox,"Crystal, Gorynych, Gorynch",diamondfox
malpedia_Diavol,,diavol
malpedia_DICELOADER,Lizar,diceloader
malpedia_DILLJUICE,,dilljuice
malpedia_DilongTrash,,dilongtrash
malpedia_Dimnie,,dimnie
malpedia_DinodasRAT,XDealer,dinodas rat
malpedia_DinoTrain,,dinotrain
malpedia_DirCrypt,,dircrypt
malpedia_DirtyMoe,,dirtymoe
malpedia_Disk Knight,,disk knight
malpedia_DispCashBR,,dispcashbr
malpedia_DispenserXFS,,dispenserxfs
malpedia_DistTrack,Shamoon,disttrack
malpedia_Divergent,Novter,divergent
malpedia_Diztakun,,diztakun
malpedia_Dizzyvoid,Errorroot,dizzyvoid
malpedia_DLRAT,,dlrat
malpedia_DMA Locker,,dma locker
malpedia_DMSniff,,dmsniff
malpedia_DneSpy ,,dnespy
malpedia_DNSChanger,,dnschanger
malpedia_DNSMessenger,TEXTMATE,dnsmessenger
malpedia_DNSpionage,"Agent Drable, AgentDrable, Webmask",dnspionage
malpedia_dnWipe,,dnwipe
malpedia_DogHousePower,Shelma,doghousepower
malpedia_Minodo,,domino
malpedia_Donex,,donex
malpedia_DONOT,,donot
malpedia_donut_injector,Donut,donut injector
malpedia_DoorMe,,doorme
malpedia_DOPLUGS,,doplugs
malpedia_DoppelDridex,,doppeldridex
malpedia_DoppelPaymer,Pay OR Grief,doppelpaymer
malpedia_NgrBot,,dorkbot ngrbot
malpedia_Dorshel,,dorshel
malpedia_Dosia,DDOSIA,dosia
malpedia_DOSTEALER,,dostealer
malpedia_Dot Ransomware,MZP Ransomware,dot ransomware
malpedia_DOUBLEBACK,,doubleback
malpedia_DoubleFantasy,VALIDATOR,doublefantasy
malpedia_DoubleFinger,,doublefinger
malpedia_DoublePulsar,,doublepulsar
malpedia_DoubleZero,FiberLake,doublezero
malpedia_Downdelph,DELPHACY,downdelph
malpedia_Downeks,,downeks
malpedia_DownEx,,downex
malpedia_DownPaper,,downpaper
malpedia_DracuLoader,,dracu loader
malpedia_DramNudge,,dramnudge
malpedia_DRATzarus,ThreatNeedle,dratzarus
malpedia_DreamBot,,dreambot
malpedia_Dridex,,dridex
malpedia_DRIFTPIN,"Toshliph, Spy.Agent.ORM",driftpin
malpedia_Dripion,Masson,dripion
malpedia_DriveOcean,Google Drive RAT,driveocean
malpedia_Drokbk,,drokbk
malpedia_DropBook,,dropbook
malpedia_DROPSHOT,,dropshot
malpedia_Dtrack,"Preft, TroyRAT",dtrack
malpedia_DualToy,,dualtoy
malpedia_DarkHotel,,dubnium darkhotel
malpedia_DUBrute,,dubrute
malpedia_DUCKTAIL,,ducktail
malpedia_Dumador,,dumador
malpedia_DuQu,,duqu
malpedia_DUSTMAN,,dustman
malpedia_DUSTPAN,StealthVector,dustpan
malpedia_DUSTTRAP,"CurveLoad, DodgeBox, StealthReacher",dusttrap
malpedia_Duuzer,Escad,duuzer
malpedia_DYEPACK,"BanSwift, swift",dyepack
malpedia_DynamicStealer,,dynamicstealer
malpedia_Dyre,Dyreza,dyre
malpedia_EagerBee,,eagerbee
malpedia_EagleMonitorRAT,,eagle monitor rat
malpedia_EASYNIGHT,,easynight
malpedia_Easy Stealer,,easystealer
malpedia_Echelon,Echelon-Stealer,echelon
malpedia_EDA2,,eda2 ransom
malpedia_Edam,SECONDBEST,edam
malpedia_EDRSilencer,,edr silencer
malpedia_Egregor,,egregor
malpedia_EHDevel,,ehdevel
malpedia_Ekipa RAT,,ekipa
malpedia_ELECTRICFISH,,electricfish
malpedia_ElectricPowder,,electric powder
malpedia_Elirks,,elirks
malpedia_Elise,EVILNEST,elise
malpedia_ElizaRAT,,eliza rat
malpedia_El Machete APT Backdoor Dropper,,elmachete dropper 2022
malpedia_ELMER,Elmost,elmer
malpedia_emansrepo,,emansrepo
malpedia_Emdivi,,emdivi
malpedia_Emissary,,emissary
malpedia_Emmenhtal,"IDATDropper, PEAKLIGHT",emmenhtal
malpedia_Emotet,"Geodo, Heodo",emotet
malpedia_Empire Downloader,,empire downloader
malpedia_Emudbot,,emudbot
malpedia_Enfal,Lurid,enfal
malpedia_Enigma Loader,,enigma loader
malpedia_Entropy,,entropy
malpedia_EntryShell,,entryshell
malpedia_Enviserv,,enviserv
malpedia_EnvyScout,ROOTSAW,envyscout
malpedia_Epsilon Red,BlackCocaine,epsilon red
malpedia_Epsilon Stealer,,epsilon stealer
malpedia_EquationDrug,,equationdrug
malpedia_Equationgroup (Sorting),,equationgroup
malpedia_Erbium Stealer,,erbium stealer
malpedia_Erebus,,erebus
malpedia_Eredel,,eredel
malpedia_Erica Ransomware,,erica ransomware
malpedia_Eris,,eris
malpedia_ESPecter,,especter
malpedia_EternalRocks,MicroBotMassiveNet,eternalrocks
malpedia_EternalPetya,"ExPetr, Pnyetya, Petna, NotPetya, Nyetya, NonPetya, nPetya, Diskcoder.C, BadRabbit",eternal petya
malpedia_Eternity Clipper,,eternity clipper
malpedia_Eternity Ransomware,,eternity ransomware
malpedia_Eternity Stealer,,eternity stealer
malpedia_Eternity Worm,,eternity worm
malpedia_EtumBot,HighTide,etumbot
malpedia_Evilbunny,,evilbunny
malpedia_EvilExtractor,,evilextractor
malpedia_EvilGrab,Vidgrab,evilgrab
malpedia_EVILNUM,,evilnum
malpedia_EvilPlayout,,evilplayout
malpedia_EvilPony,CREstealer,evilpony
malpedia_Evrial,,evrial
malpedia_Exaramel,,exaramel
malpedia_ExByte,,exbyte
malpedia_Excalibur,"Sabresac, Saber",excalibur
malpedia_MS Exchange Tool,,exchange tool
malpedia_Exile RAT,,exilerat
malpedia_ExMatter,,exmatter
malpedia_Exorcist,,exorcist
malpedia_Expiro,Xpiro,expiro
malpedia_ExplosiveRAT,,explosive rat
malpedia_Xtreme RAT,ExtRat,extreme rat
malpedia_Eye Pyramid,,eye pyramid
malpedia_EYService,,eyservice
malpedia_Fabookie,,fabookie
malpedia_FakeCry,,fakecry
malpedia_FakeRean,Braviax,fakerean
malpedia_FakeTC,,faketc
malpedia_FakeWord,,fakeword
malpedia_fancyfilter,0xFancyFilter,fancyfilter
malpedia_Fanny,DEMENTIAWHEEL,fanny
malpedia_FantomCrypt,,fantomcrypt
malpedia_Farseer,,farseer
malpedia_FastLoader,,fastloader
malpedia_FastPOS,,fast pos
malpedia_FatalRat,Sainbox RAT,fatal rat
malpedia_FatDuke,,fatduke
malpedia_Fauppod,,fauppod
malpedia_FCT,,fct
malpedia_FDMTP,,fdmtp
malpedia_FeedLoad,,feed load
malpedia_Felismus,,felismus
malpedia_Felixroot,,felixroot
malpedia_fengine,,fengine
malpedia_Fenix,,fenix
malpedia_Feodo,"Cridex, Bugat",feodo
malpedia_FFDroider,,ffdroider
malpedia_Ficker Stealer,,fickerstealer
malpedia_FileIce,,fileice ransom
malpedia_Filerase,,filerase
malpedia_Final1stSpy,,final1stspy
malpedia_FINALDRAFT,,finaldraft
malpedia_FindPOS,Poseidon,findpos
malpedia_FinFisher RAT,FinSpy,finfisher
malpedia_FINTEAM,TeamBot,finteam
malpedia_Fireball,,fireball
malpedia_FireBird RAT,,firebird rat
malpedia_Fire Chili,,firechili
malpedia_FireCrypt,,firecrypt
malpedia_FireMalv,,firemalv
malpedia_FirstRansom,,first ransom
malpedia_FishMaster,JollyJellyfish,fishmaster
malpedia_FiveHands,Thieflock,fivehands
malpedia_FK_Undead,Undead,fk undead
malpedia_Flagpro,BUSYICE,flagpro
malpedia_Flame,sKyWIper,flame
malpedia_FLASHFLOOD,,flashflood
malpedia_FlashDevelop,,flash develop
malpedia_FlawedAmmyy,,flawedammyy
malpedia_FlawedGrace,GraceWire,flawedgrace
malpedia_FlexiSpy,,flexispy
malpedia_FlokiBot,,floki bot
malpedia_FlowCloud,,flowcloud
malpedia_FlowerShop,,flowershop
malpedia_Floxif,,floxif
malpedia_Flusihoc,,flusihoc
malpedia_FlyingDutchman,,flying dutchman
malpedia_FlyStudio,,flystudio
malpedia_Fobber,,fobber
malpedia_FONIX,,fonix
malpedia_ForestTiger,ScoringMathTea,forest tiger
malpedia_Formbook,win.xloader,formbook
malpedia_FormerFirstRAT,ffrat,former first rat
malpedia_FortuneCrypt,,fortunecrypt
malpedia_FoxSocket,,foxsocket
malpedia_FPSpy,,fpspy
malpedia_FRat,,frat
malpedia_Freenki Loader,SHUTTERSPEED,freenki
malpedia_FriedEx,"BitPaymer, DoppelPaymer, IEncrypt",friedex
malpedia_FrostyGoop,BUSTLEBERM,frostygoop
malpedia_Fs0ciety,,fs0ciety
malpedia_FudModule,LIGHTSHOW,fudmodule
malpedia_win.fujinama,,fujinama
malpedia_FunkSec,,funksec
malpedia_FunnySwitch,RouterGod,funnyswitch
malpedia_FunnyDream,,funny dream
malpedia_Furtim,,furtim
malpedia_FusionDrive,,fusiondrive
malpedia_FuwuqiDrama,,fuwuqidrama
malpedia_FuxSocy,,fuxsocy
malpedia_GaboonGrabber,,gaboongrabber
malpedia_Gacrux,,gacrux
malpedia_GalaxyLoader,,galaxyloader
malpedia_gamapos,pios,gamapos
malpedia_Gameover DGA,,gameover dga
malpedia_Gameover P2P,"GOZ, Gameover ZeuS, Mapp, ZeuS P2P",gameover p2p
malpedia_GamePlayerFramework,,game player framework
malpedia_Gamotrol,,gamotrol
malpedia_Gandcrab,GrandCrab,gandcrab
malpedia_Gasket,,gasket
malpedia_Gaudox,,gaudox
malpedia_Gauss,,gauss
malpedia_Gazavat,,gazavat
malpedia_Gazer,WhiteBear,gazer
malpedia_GCleaner,,gcleaner
malpedia_gcman,,gcman
malpedia_Gdrive,"DoomDrive, GoogleDriveSucks",gdrive
malpedia_GearInformer,,gearinformer
malpedia_GEARSHIFT,,gearshift
malpedia_GEMCUTTER,,gemcutter
malpedia_GeminiDuke,,geminiduke
malpedia_Get2,"FRIENDSPEAK, GetandGo",get2
malpedia_GetMail,,getmail
malpedia_GetMyPass,getmypos,getmypass
malpedia_get_pwd,,get pwd
malpedia_Gh0stBins,Gh0stBins  RAT,gh0stbins
malpedia_Gh0stTimes,,gh0sttimes
malpedia_GHAMBAR,,ghambar
malpedia_Ghole,"Gholee, CoreImpact (Modified)",ghole
malpedia_GhostEmperor,,ghostemperor
malpedia_win.ghostengine,,ghostengine
malpedia_Gh0stnet,Remosh,ghostnet
malpedia_GhostSocks,,ghostsocks
malpedia_GhostAdmin,Ghost iBot,ghost admin
malpedia_GhostLocker,,ghost locker
malpedia_Ghost RAT,"Farfli, Gh0st RAT, PCRat",ghost rat
malpedia_GhostSecret,,ghost secret
malpedia_Gibberish,,gibberish
malpedia_Giffy,,giffy
malpedia_GIMMICK,,gimmick
malpedia_Ginwui,,ginwui
malpedia_Ginzo Stealer,,ginzo
malpedia_Glasses,Wordpress Bruteforcer,glasses
malpedia_GlassRAT,,glassrat
malpedia_GlitchPOS,,glitch pos
malpedia_GlobeImposter,Fake Globe,globeimposter
malpedia_Globe,,globe ransom
malpedia_GlooxMail,,glooxmail
malpedia_Glupteba,,glupteba
malpedia_GoBotKR,,gobotkr
malpedia_goCryptoLocker,,gocryptolocker
malpedia_Godlike12,GOSLU,godlike12
malpedia_goDoH,,godoh
malpedia_Godzilla Loader,,godzilla loader
malpedia_Gofing,Velocity Polymorphic Compression Malware,gofing
malpedia_Goggles,,goggles
malpedia_GoGoogle,BossiTossi,gogoogle
malpedia_GoGra,Onedrivetools,gogra
malpedia_GOLDBACKDOOR,,goldbackdoor
malpedia_GoldenEye,Petya/Mischa,goldeneye
malpedia_GoldenHelper,,goldenhelper
malpedia_GoldenSpy,,goldenspy
malpedia_GoldMax,SUNSHUTTLE,goldmax
malpedia_GoldDragon,Lovexxx,gold dragon
malpedia_Golroted,,golroted
malpedia_GoMet,,gomet
malpedia_Gomorrah stealer,,gomorrah stealer
malpedia_Goodor,Fuerboos,goodor
malpedia_GoogleDrive RAT,,google drive rat
malpedia_GooPic Drooper,,goopic
malpedia_GooseEgg,,gooseegg
malpedia_GootKit,"Waldek, Xswkit, talalpek",gootkit
malpedia_Gophe,,gophe
malpedia_Gopuram,,gopuram
malpedia_Gosar,,gosar
malpedia_GOTROJ,,gotroj
malpedia_GovRAT,,govrat
malpedia_Gozi,"CRM, Gozi CRM, Papras, Snifula, Ursnif",gozi
malpedia_GoRed,,go red
malpedia_GPCode,,gpcode
malpedia_GrabBot,,grabbot
malpedia_Graftor,MewsSpy,graftor
malpedia_Grager,,grager
malpedia_GRAMDOOR,Small Sieve,gramdoor
malpedia_Grandoreiro,,grandoreiro
malpedia_GrandSteal,,grandsteal
malpedia_GraphDrop,"GraphicalProton, SPICYBEAT",graphdrop
malpedia_GraphicalNeutrino,SNOWYAMBER,graphical neutrino
malpedia_Graphican,,graphican
malpedia_Graphiron,,graphiron
malpedia_Graphite,,graphite
malpedia_Graphon,,graphon
malpedia_GraphSteel,,graphsteel
malpedia_Grateful POS,"FrameworkPOS, SCRAPMINT, trinity",grateful pos
malpedia_Gratem,,gratem
malpedia_Gravity RAT,,gravity rat
malpedia_GREASE,,grease
malpedia_GreenShaitan,eoehttp,greenshaitan
malpedia_GreenDispenser,,green dispenser
malpedia_GreetingGhoul,,greetingghoul
malpedia_GreyEnergy,,grey energy
malpedia_GRILLMARK,Hellsing Backdoor,grillmark
malpedia_GRIMAGENT,,grimagent
malpedia_GrimPlant,,grimplant
malpedia_GROK,,grok
malpedia_GroundPeony,,ground peony
malpedia_Growtopia,,growtopia
malpedia_GRUNT,,grunt
malpedia_gsecdump,,gsecdump
malpedia_GSpy,,gspy
malpedia_GTPDOOR,,gtpdoor
malpedia_GUP Proxy Tool,,gup proxy
malpedia_Gwisin,,gwisin
malpedia_H1N1 Loader,,h1n1
malpedia_HabitsRAT,,habitsrat
malpedia_HackBrowserData,,hackbrowserdata
malpedia_Hacksfase,,hacksfase
malpedia_HackSpy,,hackspy
malpedia_Hades,,hades
malpedia_Hakbit,Thanos Ransomware,hakbit
malpedia_HALFRIG,,halfrig
malpedia_Hamweq,,hamweq
malpedia_Hancitor,Chanitor,hancitor
malpedia_Handala,,handala
malpedia_HappyLocker (HiddenTear?),,happy locker
malpedia_HARDRAIN,,hardrain
malpedia_Harnig,Piptea,harnig
malpedia_Haron Ransomware,,haron
malpedia_Hatef,,hatef
malpedia_HavanaCrypt,,havana crypt
malpedia_Havex RAT,,havex rat
malpedia_Havoc,Havokiz,havoc
malpedia_HAWKBALL,,hawkball
malpedia_HawkEye Keylogger,"HawkEye, HawkEye Reborn, Predator Pain",hawkeye keylogger
malpedia_HazyLoad,,hazy load
malpedia_HDMR,GO-SPORT,hdmr
malpedia_HDRoot,,hdroot
malpedia_HeaderTip,,headertip
malpedia_Headlace,,headlace
malpedia_Helauto,,helauto
malpedia_HelloBot,,hellobot
malpedia_HelloKitty,KittyCrypt,hellokitty
malpedia_Helminth,,helminth
malpedia_Heloag,,heloag
malpedia_HemiGate,,hemigate
malpedia_Herbst,,herbst
malpedia_Heriplor,,heriplor
malpedia_Hermes,,hermes
malpedia_HermeticWiper,"DriveSlayer, FoxBlade, KillDisk.NCV, NEARMISS",hermeticwiper
malpedia_HermeticWizard,,hermeticwizard
malpedia_HerpesBot,,herpes
malpedia_HesperBot,,hesperbot
malpedia_heyoka,,heyoka
malpedia_HiAsm,,hiasm
malpedia_Hidden Bee,,hiddenbee
malpedia_HiddenTear,"Cryptear, FuckUnicorn",hiddentear
malpedia_HideDRV,,hidedrv
malpedia_HIGHNOON,,highnoon
malpedia_HIGHNOON.BIN,,highnoon bin
malpedia_HIGHNOTE,ChyNode,highnote
malpedia_HijackLoader,"DOILoader, GHOSTPULSE, IDAT Loader, SHADOWLADDER",hijackloader
malpedia_HiKit,,hikit
malpedia_HILDACRYPT,,hildacrypt
malpedia_himan,,himan
malpedia_Himera Loader,,himera loader
malpedia_Hisoka,,hisoka
malpedia_Hive,,hive
malpedia_Hi-Zor RAT,,hi zor rat
malpedia_HLUX,,hlux
malpedia_Hodur,,hodur
malpedia_Holcus Installer (Adware),,holcus
malpedia_HOLERUN,,holerun
malpedia_homefry,,homefry
malpedia_HookInjEx,,hookinjex
malpedia_HOPLIGHT,HANGMAN,hoplight
malpedia_Hopscotch,,hopscotch
malpedia_HorusEyes RAT,,horuseyes
malpedia_Horus Eyes RAT,,horus eyes rat
malpedia_HOTCROISSANT,,hotcroissant
malpedia_HOTWAX,,hotwax
malpedia_Houdini,"Hworm, Jenxcus, Kognito, Njw0rm, WSHRAT, dinihou, dunihi",houdini
malpedia_HtBot,,htbot
malpedia_htpRAT,,htprat
malpedia_HTran,HUC Packet Transmit Tool,htran
malpedia_HttpBrowser,HttpDump,httpbrowser
malpedia_httpdropper,httpdr0pper,httpdropper
malpedia_HTTPSnoop,TOFULOAD,httpsnoop
