Software Name,Aliases,Normalized Name
mitre_ANDROIDOS_ANSERVER.A,,androidos anserver.a
mitre_AbstractEmu,,abstractemu
mitre_Adups,,adups
mitre_Agent Smith,,agent smith
mitre_AhRat,,ahrat
mitre_Allwinner,,allwinner
mitre_AndroRAT,,androrat
mitre_Android/AdDisplay.Ashas,,android/addisplay.ashas
mitre_Android/Chuli.A,,android/chuli.a
mitre_AndroidOS/MalLocker.B,,androidos/mallocker.b
mitre_Anubis,,anubis
mitre_Asacub,Trojan-SMS.AndroidOS.Smaps,asacub
mitre_BOULDSPY,,bouldspy
mitre_BRATA,,brata
mitre_BrainTest,,braintest
mitre_Bread,Joker,bread
mitre_BusyGasper,,busygasper
mitre_CHEMISTGAMES,,chemistgames
mitre_CarbonSteal,,carbonsteal
mitre_Cerberus,,cerberus
mitre_Chameleon,,chameleon
mitre_Charger,,charger
mitre_Circles,,circles
mitre_Concipit1248,Corona Updates,concipit1248
mitre_Corona Updates,"Concipit1248, Wabi Music",corona updates
mitre_DEFENSOR ID,,defensor id
mitre_Dendroid,,dendroid
mitre_Desert Scorpion,,desert scorpion
mitre_DoubleAgent,,doubleagent
mitre_DressCode,,dresscode
mitre_Drinik,,drinik
mitre_DroidJack,,droidjack
mitre_DualToy,,dualtoy
mitre_Dvmap,,dvmap
mitre_Escobar,,escobar
mitre_EventBot,,eventbot
mitre_Exobot,,exobot
mitre_Exodus,"Exodus One, Exodus Two",exodus
mitre_FakeSpy,,fakespy
mitre_Fakecalls,,fakecalls
mitre_FlexiSpy,,flexispy
mitre_FlixOnline,,flixonline
mitre_FluBot,,flubot
mitre_FlyTrap,,flytrap
mitre_FrozenCell,,frozencell
mitre_GPlayed,,gplayed
mitre_Ginp,,ginp
mitre_Golden Cup,,golden cup
mitre_GoldenEagle,,goldeneagle
mitre_GolfSpy,,golfspy
mitre_Gooligan,Ghost Push,gooligan
mitre_Gustuff,,gustuff
mitre_HenBox,,henbox
mitre_HilalRAT,,hilalrat
mitre_Hornbill,,hornbill
mitre_HummingBad,,hummingbad
mitre_HummingWhale,,hummingwhale
mitre_INSOMNIA,,insomnia
mitre_Judy,,judy
mitre_KeyRaider,,keyraider
mitre_Mandrake,"briar, darkmatter, oxide, ricinus",mandrake
mitre_MazarBOT,,mazarbot
mitre_Monokle,,monokle
mitre_NotCompatible,,notcompatible
mitre_OBAD,,obad
mitre_OldBoot,,oldboot
mitre_PJApps,,pjapps
mitre_Pallas,,pallas
mitre_Pegasus for Android,Chrysaor,pegasus for android
mitre_Pegasus for iOS,,pegasus for ios
mitre_Phenakite,,phenakite
mitre_RCSAndroid,,rcsandroid
mitre_Red Alert 2.0,,red alert 2.0
mitre_RedDrop,,reddrop
mitre_Riltok,,riltok
mitre_Rotexy,,rotexy
mitre_RuMMS,,rumms
mitre_S.O.V.A.,,s.o.v.a.
mitre_SharkBot,,sharkbot
mitre_ShiftyBug,,shiftybug
mitre_SilkBean,,silkbean
mitre_SimBad,,simbad
mitre_Skygofree,,skygofree
mitre_SpyDealer,,spydealer
mitre_SpyNote RAT,,spynote rat
mitre_Stealth Mango,,stealth mango
mitre_Sunbird,,sunbird
mitre_TERRACOTTA,,terracotta
mitre_Tangelo,,tangelo
mitre_TangleBot,,tanglebot
mitre_TianySpy,,tianyspy
mitre_Tiktok Pro,,tiktok pro
mitre_Triada,,triada
mitre_TrickMo,,trickmo
mitre_Trojan-SMS.AndroidOS.Agent.ao,,trojan-sms.androidos.agent.ao
mitre_Trojan-SMS.AndroidOS.FakeInst.a,,trojan-sms.androidos.fakeinst.a
mitre_Trojan-SMS.AndroidOS.OpFake.a,,trojan-sms.androidos.opfake.a
mitre_Twitoor,,twitoor
mitre_ViceLeaker,Triout,viceleaker
mitre_ViperRAT,,viperrat
mitre_WireLurker,,wirelurker
mitre_WolfRAT,,wolfrat
mitre_X-Agent for Android,,x-agent for android
mitre_XLoader for Android,,xloader for android
mitre_XLoader for iOS,,xloader for ios
mitre_Xbot,,xbot
mitre_XcodeGhost,,xcodeghost
mitre_YiSpecter,,yispecter
mitre_Zen,,zen
mitre_ZergHelper,,zerghelper
mitre_eSurv,,esurv
malpedia_FastCash,,aix.fastcash
malpedia_888 RAT,,apk.888 rat
malpedia_Aberebot,Escobar,apk.aberebot
malpedia_AbstractEmu,,apk.abstract emu
malpedia_ActionSpy,AxeSpy,apk.actionspy
malpedia_AdoBot,,apk.adobot
malpedia_AdultSwine,,apk.adultswine
malpedia_Agent Smith,,apk.agentsmith
malpedia_AhMyth,,apk.ahmyth
malpedia_Alien,AlienBot,apk.alien
malpedia_AmexTroll,,apk.amextroll
malpedia_AmpleBot,BlackRock,apk.amplebot
malpedia_Anatsa,"ReBot, TeaBot, Toddler",apk.anatsa
malpedia_AndroRAT,,apk.androrat
malpedia_ANDROSNATCH,,apk.androsnatch
malpedia_Antidot,,apk.antidot
malpedia_Anubis,"BankBot, android.bankbot, android.bankspy",apk.anubis
malpedia_AnubisSpy,,apk.anubisspy
malpedia_Asacub,,apk.asacub
malpedia_Ashas,,apk.ashas
malpedia_ATANK,,apk.atank
malpedia_AxBanker,,apk.axbanker
malpedia_badbazaar,,apk.badbazaar
malpedia_BADBOX,,apk.badbox
malpedia_BADCALL,,apk.badcall
malpedia_BadPatch,WelcomeChat,apk.badpatch
malpedia_Bahamut,,apk.bahamut
malpedia_Basbanke,,apk.basbanke
malpedia_BianLian,Hydra,apk.bianlian
malpedia_BingoMod,,apk.bingomod
malpedia_BlankBot,,apk.blankbot
malpedia_BoneSpy,,apk.bone spy
malpedia_BrasDex,,apk.brasdex
malpedia_BRATA,"AmexTroll, Copybara",apk.brata
malpedia_Brunhilda,,apk.brunhilda
malpedia_BusyGasper,,apk.busygasper
malpedia_CapraRAT,,apk.capra rat
malpedia_CarbonSteal,,apk.carbonsteal
malpedia_Catelites,,apk.catelites
malpedia_Cerberus,,apk.cerberus
malpedia_Chameleon,,apk.chameleon
malpedia_Chamois,,apk.chamois
malpedia_Charger,,apk.charger
malpedia_Chinotto,,apk.chinotto
malpedia_Chrysaor,"Pegasus, JigglyPuff",apk.chrysaor
malpedia_Clientor,,apk.clientor
malpedia_Clipper,,apk.clipper
malpedia_CloudAtlas,,apk.cloudatlas
malpedia_CometBot,,apk.comet bot
malpedia_Connic,SpyBanker,apk.connic
malpedia_Coper,"ExobotCompact, Octo",apk.coper
malpedia_Copybara,,apk.copybara
malpedia_Coronavirus Android Worm,,apk.corona worm
malpedia_Cpuminer,,apk.cpuminer
malpedia_CraxsRAT,,apk.craxs rat
malpedia_CryCryptor,"CryCrypter, CryDroid",apk.crycryptor
malpedia_CyberAzov,,apk.cyber azov
malpedia_DAAM,BouldSpy,apk.daam
malpedia_Dark Shades,Rogue,apk.darkshades
malpedia_DawDropper,,apk.dawdropper
malpedia_DEFENSOR ID,Defensor Digital,apk.defensor id
malpedia_Dendroid,,apk.dendroid
malpedia_dmsSpy,,apk.dmsspy
malpedia_DoubleAgent,,apk.doubleagent
malpedia_DoubleLocker,,apk.doublelocker
malpedia_Dracarys,,apk.dracarys
malpedia_DragonEgg,LightSpy,apk.dragonegg
malpedia_DroidBot,,apk.droidbot
malpedia_DroidJack,,apk.droidjack
malpedia_DroidWatcher,,apk.droidwatcher
malpedia_DualToy,,apk.dualtoy
malpedia_Dvmap,,apk.dvmap
malpedia_EagleMsgSpy,,apk.eagle msg spy
malpedia_Elibomi,Drinik,apk.elibomi
malpedia_ERMAC,,apk.ermac
malpedia_ErrorFather,,apk.errorfather
malpedia_Eventbot,,apk.eventbot
malpedia_ExoBot,,apk.exobot
malpedia_Exodus,,apk.exodus
malpedia_FaceStealer,,apk.facestealer
malpedia_FakeAdBlocker,,apk.fakeadblocker
malpedia_Fakecalls,,apk.fakecalls
malpedia_FakeDefend,,apk.fakedefend
malpedia_FakeSpy,,apk.fakespy
malpedia_FakeGram,FakeTGram,apk.faketgram
malpedia_FastFire,,apk.fastfire
malpedia_FastSpy,,apk.fastspy
malpedia_FileCoder,,apk.filecoder
malpedia_FinFisher,,apk.finfisher
malpedia_FlexiSpy,,apk.flexispy
malpedia_FlexNet,gugi,apk.flexnet
malpedia_FluBot,"Cabassous, FakeChat",apk.flubot
malpedia_FluHorse,,apk.fluhorse
malpedia_FlyTrap,,apk.flytrap
malpedia_FunkyBot,,apk.funkybot
malpedia_FurBall,,apk.furball
malpedia_Geost,,apk.geost
malpedia_Ghimob,,apk.ghimob
malpedia_GhostCtrl,,apk.ghostctrl
malpedia_Gigabud,,apk.gigabud
malpedia_Ginp,,apk.ginp
malpedia_GlanceLove,,apk.glancelove
malpedia_GnatSpy,,apk.gnatspy
malpedia_GoatRAT,,apk.goat rat
malpedia_Godfather,,apk.godfather
malpedia_GoldenEagle,,apk.goldeneagle
malpedia_GoldenRAT,,apk.goldenrat
malpedia_GoldDigger,,apk.gold digger
malpedia_goontact,,apk.goontact
malpedia_GPlayed,,apk.gplayed
malpedia_Gravity RAT,,apk.gravity rat
malpedia_GriftHorse,,apk.grifthorse
malpedia_Guerrilla,,apk.guerrilla
malpedia_Gustuff,,apk.gustuff
malpedia_HARDRAIN,,apk.hardrain
malpedia_HawkShaw,,apk.hawkshaw
malpedia_HenBox,,apk.henbox
malpedia_Hermit,,apk.hermit
malpedia_HeroRAT,,apk.hero rat
malpedia_HiddenAd,,apk.hiddenad
malpedia_HilalRAT,,apk.hilalrat
malpedia_Hook,,apk.hook
malpedia_Hydra,,apk.hydra
malpedia_IPStorm,InterPlanetary Storm,apk.ipstorm
malpedia_IRATA,,apk.irata
malpedia_IRRat,,apk.irrat
malpedia_JadeRAT,,apk.jaderat
malpedia_Joker,Bread,apk.joker
malpedia_KevDroid,,apk.kevdroid
malpedia_KnSpy,,apk.knspy
malpedia_Koler,,apk.koler
malpedia_Konni,,apk.konni
malpedia_KSREMOTE,,apk.ksremote
malpedia_LittleLooter,,apk.little looter
malpedia_Loki,,apk.loki
malpedia_LokiBot,,apk.lokibot
malpedia_LuckyCat,,apk.luckycat
malpedia_Mandrake,,apk.mandrake
malpedia_Marcher,ExoBot,apk.marcher
malpedia_MasterFred,Brox,apk.masterfred
malpedia_MazarBot,,apk.mazarbot
malpedia_Medusa,Gorgona,apk.medusa
malpedia_Meterpreter,,apk.meterpreter
malpedia_MobileOrder,,apk.mobile order
malpedia_Monokle,,apk.monokle
malpedia_MoqHao,"Shaoye, XLoader",apk.moqhao
malpedia_MOrder RAT,,apk.morder rat
malpedia_Mudwater,,apk.mudwater
malpedia_MysteryBot,,apk.mysterybot
malpedia_Nexus,,apk.nexus
malpedia_OmniRAT,,apk.omnirat
malpedia_Oscorp,UBEL,apk.oscorp
malpedia_PackChat,,apk.packchat
malpedia_PhantomLance,PWNDROID1,apk.phantomlance
malpedia_Phoenix,,apk.phoenix
malpedia_PhoneSpy,,apk.phonespy
malpedia_PINEFLOWER,,apk.pineflower
malpedia_PixPirate,,apk.pixpirate
malpedia_PixStealer,BrazKing,apk.pixstealer
malpedia_PjobRAT,,apk.pjobrat
malpedia_PlainGnome,,apk.plain gnome
malpedia_Podec,,apk.podec
malpedia_X-Agent,Popr-d30,apk.popr-d30
malpedia_Fake Pornhub,,apk.pornhub
malpedia_Premier RAT,,apk.premier rat
malpedia_Rafel RAT,,apk.rafelrat
malpedia_RambleOn,,apk.rambleon
malpedia_Rana,,apk.rana
malpedia_RatMilad,,apk.ratmilad
malpedia_Raxir,,apk.raxir
malpedia_RedAlert2,,apk.redalert2
malpedia_RemRAT,,apk.remrat
malpedia_Retefe,,apk.retefe
malpedia_Revive,,apk.revive
malpedia_Riltok,,apk.riltok
malpedia_Roaming Mantis,,apk.roaming mantis
malpedia_Rogue,,apk.rogue
malpedia_Rootnik,,apk.rootnik
malpedia_Sauron Locker,,apk.sauron locker
malpedia_SharkBot,,apk.sharkbot
malpedia_SideWinder,,apk.sidewinder
malpedia_SilkBean,,apk.silkbean
malpedia_Skygofree,,apk.skygofree
malpedia_Slempo,SlemBunk,apk.slempo
malpedia_Slocker,,apk.slocker
malpedia_SmsAgent,,apk.smsagent
malpedia_SMSspy,,apk.smsspy
malpedia_SoumniBot,,apk.soumnibot
malpedia_S.O.V.A.,,apk.sova
malpedia_SpyBanker,,apk.spybanker
malpedia_SpyC23,,apk.spyc23
malpedia_SpyMax,,apk.spymax
malpedia_SpyNote,CypherRat,apk.spynote
malpedia_StealthAgent,,apk.stealthagent
malpedia_Stealth Mango,,apk.stealthmango
malpedia_Svpeng,,apk.svpeng
malpedia_Switcher,,apk.switcher
malpedia_TalentRAT,Assassin RAT,apk.talent rat
malpedia_TangleBot,,apk.tangle bot
malpedia_TeleRAT,,apk.telerat
malpedia_TemptingCedar Spyware,,apk.tempting cedar
malpedia_ThiefBot,,apk.thiefbot
malpedia_TianySpy,,apk.tianyspy
malpedia_TinyZ,"Catelites Android Bot, MarsElite Android Bot",apk.tinyz
malpedia_Titan,,apk.titan
malpedia_ToxicPanda,,apk.toxic panda
malpedia_Triada,,apk.triada
malpedia_TrickMo,,apk.trickmo
malpedia_Triout,,apk.triout
malpedia_UltimaSMS,,apk.ultima sms
malpedia_Unidentified APK 001,,apk.unidentified 001
malpedia_Unidentified APK 002,,apk.unidentified 002
malpedia_Unidentified APK 004,,apk.unidentified 004
malpedia_Unidentified APK 005,,apk.unidentified 005
malpedia_Unidentified APK 006,,apk.unidentified 006
malpedia_Unidentified 007 (ARMAAN RAT),,apk.unidentified 007
malpedia_Unidentified APK 008,,apk.unidentified 008
malpedia_Unidentified APK 009 (Chrome Recon),,apk.unidentified 009
malpedia_VajraSpy,,apk.vajraspy
malpedia_vamp,android.micropsia,apk.vamp
malpedia_VINETHORN,,apk.vinethorn
malpedia_Viper RAT,,apk.viper rat
malpedia_Vultur,Vulture,apk.vultur
malpedia_WireX,,apk.wirex
malpedia_WolfRAT,,apk.wolf rat
malpedia_Wroba,,apk.wroba
malpedia_WyrmSpy,AndroidControl,apk.wyrmspy
malpedia_Xbot,,apk.xbot
malpedia_Xenomorph,,apk.xenomorph
malpedia_xHelper,,apk.xhelper
malpedia_XploitSPY,,apk.xploitspy
malpedia_XRat,,apk.xrat
malpedia_YellYouth,,apk.yellyouth
malpedia_Zanubis,,apk.zanubis
malpedia_Zen,,apk.zen
malpedia_ZooPark,,apk.zoopark
malpedia_Ztorg,Qysly,apk.ztorg
malpedia_LocalOlive,,asp.localolive
malpedia_Nightrunner,,asp.nightrunner
malpedia_Tunna,,asp.tunna
malpedia_TwoFace,"Minion, HighShell, HyperShell, SEASHARPEE",asp.twoface
malpedia_Unidentified ASP 001 (Webshell),,asp.unidentified 001
malpedia_Abcbot,,elf.abcbot
malpedia_Abyss Locker,elf.hellokitty,elf.abyss
malpedia_ACBackdoor,,elf.acbackdoor
malpedia_AcidPour,,elf.acidpour
malpedia_AcidRain,,elf.acidrain
malpedia_AgeLocker,,elf.age locker
malpedia_AIRASHI,,elf.airashi
malpedia_AirDropBot,CloudBot,elf.airdrop
malpedia_Aisuru,,elf.aisuru
malpedia_Akira,,elf.akira
malpedia_AnchorDNS,,elf.anchor dns
malpedia_ANGRYREBEL,Ghost RAT,elf.angryrebel
malpedia_Avoslocker,,elf.avoslocker
malpedia_AVrecon,,elf.avrecon
malpedia_azazel,,elf.azazel
malpedia_B1txor20,,elf.b1txor20
malpedia_Babuk,,elf.babuk
malpedia_Backdoorit,backd00rit,elf.backdoorit
malpedia_Irc16,,elf.backdoor irc16
malpedia_BADCALL,,elf.badcall
malpedia_Bashlite,"gayfgt, Gafgyt, qbot, torlus, lizkebab",elf.bashlite
malpedia_BCMPUPnP_Hunter,,elf.bcmpupnp hunter
malpedia_BianLian,,elf.bianlian
malpedia_BiBi-Linux,,elf.bibi linux
malpedia_Bifrost,elf.bifrose,elf.bifrost
malpedia_BigViktor,,elf.bigviktor
malpedia_BioSet,,elf.bioset
malpedia_Black Basta,,elf.blackbasta
malpedia_BlackCat,"ALPHV, Noberus",elf.blackcat
malpedia_BlackMatter,,elf.blackmatter
malpedia_Blackrota,,elf.blackrota
malpedia_BlackSuit,,elf.blacksuit
malpedia_BOLDMOVE,,elf.boldmove
malpedia_Bootkitty,,elf.bootkitty
malpedia_Break out the Box,BOtB,elf.botb
malpedia_BotenaGo,,elf.botenago
malpedia_BPFDoor,JustForFun,elf.bpfdoor
malpedia_brute_ratel,,elf.brute ratel
malpedia_Bvp47,,elf.bvp47
malpedia_Caja,,elf.caja
malpedia_Caligula,,elf.caligula
malpedia_Capoae,,elf.capoae
malpedia_cd00r,,elf.cd00r
malpedia_CDorked,CDorked.A,elf.cdorked
malpedia_CDRThief,,elf.cdrthief
malpedia_Cephei,,elf.cephei
malpedia_Cetus,,elf.cetus
malpedia_Chalubo,ChaChaDDoS,elf.chalubo
malpedia_Chaos,,elf.chaos
malpedia_Chapro,,elf.chapro
malpedia_Chisel,,elf.chisel
malpedia_Clop,Cl0p,elf.clop
malpedia_Cloud Snooper,Snoopy,elf.cloud snooper
malpedia_CMS8000 Backdoor,,elf.cms8000 backdoor
malpedia_ConnectBack,Getshell,elf.connectback
malpedia_Conti,Conti Locker,elf.conti
malpedia_,,elf.corona
malpedia_Cpuminer,,elf.cpuminer
malpedia_Cr1ptT0r,CriptTor,elf.cr1ptt0r
malpedia_CronRAT,,elf.cronrat
malpedia_CyclopsBlink,,elf.cyclops blink
malpedia_Dacls,,elf.dacls
malpedia_Dark,Dark.IoT,elf.dark
malpedia_DarkCracks,,elf.darkcracks
malpedia_Dark Nexus,,elf.darknexus
malpedia_DarkSide,,elf.darkside
malpedia_DarkRadiation,,elf.dark radiation
malpedia_DDG,,elf.ddg
malpedia_ddoor,,elf.ddoor
malpedia_DEADBOLT,,elf.deadbolt
malpedia_Decoy Dog RAT,,elf.decoy dog
malpedia_Denonia,,elf.denonia
malpedia_Derusbi,,elf.derusbi
malpedia_DISGOMOJI,,elf.disgomoji
malpedia_Dofloo,AESDDoS,elf.dofloo
malpedia_Doki,,elf.doki
malpedia_DoubleFantasy,,elf.doublefantasy
malpedia_DreamBus,,elf.dreambus
malpedia_Ebury,,elf.ebury
malpedia_Echobot,,elf.echobot
malpedia_Elevator,,elf.elevator
malpedia_EnemyBot,,elf.enemybot
malpedia_Erebus,,elf.erebus
malpedia_ESXiArgs,,elf.esxi args
malpedia_Evilginx,,elf.evilginx
malpedia_EvilGnome,,elf.evilgnome
malpedia_EwDoor,,elf.ewdoor
malpedia_Exaramel,,elf.exaramel
malpedia_ext4,,elf.ext4
malpedia_Facefish,,elf.facefish
malpedia_FBot,,elf.fbot
malpedia_FINALDRAFT,,elf.finaldraft
malpedia_FinFisher,,elf.finfisher
malpedia_FireWood,,elf.firewood
malpedia_floodor,,elf.floodor
malpedia_Fodcha,,elf.fodcha
malpedia_FontOnLake,,elf.fontonlake
malpedia_FritzFrog,,elf.fritzfrog
malpedia_Gitpaste-12,,elf.gitpaste12
malpedia_Glupteba Proxy,,elf.glupteba proxy
malpedia_GobRAT,,elf.gobrat
malpedia_Godlua,,elf.godlua
malpedia_gokcpdoor,,elf.gokcpdoor
malpedia_Gomir,,elf.gomir
malpedia_Gorilla,,elf.gorilla
malpedia_GOSH,,elf.gosh
malpedia_GoTitan,,elf.gotitan
malpedia_GreedyAntd,,elf.greedyantd
malpedia_Gwisin,,elf.gwisin
malpedia_HabitsRAT,,elf.habitsrat
malpedia_Hadooken,,elf.hadooken
malpedia_Haiduc,,elf.haiduc
malpedia_Hajime,,elf.hajime
malpedia_Hakai,,elf.hakai
malpedia_HandyMannyPot,,elf.handymannypot
malpedia_Hand of Thief,Hanthie,elf.hand of thief
malpedia_HeadCrab,,elf.headcrab
malpedia_HellDown,,elf.helldown
malpedia_HelloBot,,elf.hellobot
malpedia_HelloKitty,,elf.hellokitty
malpedia_HiatusRAT,,elf.hiatus rat
malpedia_HiddenWasp,,elf.hiddenwasp
malpedia_Hide and Seek,HNS,elf.hideandseek
malpedia_HinataBot,,elf.hinata bot
malpedia_Hipid,,elf.hipid
malpedia_Hive,,elf.hive
malpedia_Horse Shell,,elf.horseshell
malpedia_Hubnr,,elf.hubnr
malpedia_HyperSSL,SysUpdate,elf.hyperssl
malpedia_iceFire,,elf.icefire
malpedia_Icnanker,,elf.icnanker
malpedia_INC,,elf.inc
malpedia_IoT Reaper,"IoTroop, Reaper, iotreaper",elf.iot reaper
malpedia_IPStorm,InterPlanetary Storm,elf.ipstorm
malpedia_IZ1H9,,elf.iz1h9
malpedia_JenX,,elf.jenx
malpedia_J-Magic,,elf.j magic
malpedia_Kaden,,elf.kaden
malpedia_Kaiji,,elf.kaiji
malpedia_Kaiten,STD,elf.kaiten
malpedia_kerberods,,elf.kerberods
malpedia_KEYPLUG,ELFSHELF,elf.keyplug
malpedia_kfos,,elf.kfos
malpedia_Kinsing,h2miner,elf.kinsing
malpedia_kitty-soks5,,elf.kitty soks5
malpedia_KIVARS,,elf.kivars
malpedia_Kobalos,,elf.kobalos
malpedia_Krasue RAT,,elf.krasue rat
malpedia_KrustyLoader,,elf.krustyloader
malpedia_KTLVdoor,,elf.ktlv door
malpedia_Kuiper,,elf.kuiper
malpedia_Lady,,elf.lady
malpedia_LeetHozer,,elf.leethozer
malpedia_Lightning Framework,,elf.lightning
malpedia_LiLock,"Lilu, Lilocked",elf.lilock
malpedia_lilyofthevalley,,elf.lilyofthevalley
malpedia_Linodas,"XDealer, DinodasRAT",elf.linodas
malpedia_LiquorBot,,elf.liquorbot
malpedia_LockBit,,elf.lockbit
malpedia_Loerbas,,elf.loerbas
malpedia_Log Collector,,elf.log collector
malpedia_Lootwodniw,,elf.lootwodniw
malpedia_Luna,,elf.luna
malpedia_Manjusaka,,elf.manjusaka
malpedia_Masuta,PureMasuta,elf.masuta
malpedia_Matryosh,,elf.matryosh
malpedia_Melofee,Mélofée,elf.melofee
malpedia_MESSAGETAP,,elf.messagetap
malpedia_Midrashim,,elf.midrashim
malpedia_MiKey,,elf.mikey
malpedia_Mirai,Katana,elf.mirai
malpedia_Mokes,,elf.mokes
malpedia_Momentum,,elf.momentum
malpedia_Monti,,elf.monti
malpedia_MooBot,,elf.moobot
malpedia_Moose,,elf.moose
malpedia_Mozi,,elf.mozi
malpedia_MrBlack,"AESDDoS, Dofloo",elf.mrblack
malpedia_Mumblehard,,elf.mumblehard
malpedia_Nextcry,,elf.nextcry
malpedia_Ngioweb,,elf.ngioweb
malpedia_Nimbo-C2,,elf.nimbo c2
malpedia_NiuB,,elf.niub
malpedia_NoaBot,,elf.noabot
malpedia_Nood RAT,,elf.noodrat
malpedia_Nosedive,,elf.nosedive
malpedia_NOTROBIN,remove_bds,elf.notrobin
malpedia_OrBit,,elf.orbit
malpedia_Owari,,elf.owari
malpedia_p0sT5n1F3r,,elf.p0st5n1f3r
malpedia_P2Pinfect,,elf.p2pinfect
malpedia_pbot,,elf.pbot
malpedia_Penquin Turla,,elf.penquin turla
malpedia_perfctl,perfcc,elf.perfctl
malpedia_PerlBot,"ShellBot, DDoS Perl IrcBot",elf.perlbot
malpedia_Persirai,,elf.persirai
malpedia_PG_MEM,,elf.pg mem
malpedia_PigmyGoat,,elf.pigmy goat
malpedia_PingPull,,elf.pingpull
malpedia_Pink,,elf.pink
malpedia_PLEAD,,elf.plead
malpedia_Poseidon,,elf.poseidon
malpedia_PRISM,waterdrop,elf.prism
malpedia_PrivetSanya,,elf.privet sanya
malpedia_Prometei,,elf.prometei
malpedia_Pro-Ocean,,elf.pro ocean
malpedia_PUMAKIT,"PUMA, Kitsune",elf.pumakit
malpedia_pupy,,elf.pupy
malpedia_PWNLNX,,elf.pwnlnx
malpedia_Qilin,,elf.qilin
malpedia_QNAPCrypt,eCh0raix,elf.qnapcrypt
malpedia_QSnatch,,elf.qsnatch
malpedia_QUIETEXIT,,elf.quietexit
malpedia_r2r2,,elf.r2r2
malpedia_RagnarLocker,,elf.ragnarlocker
malpedia_Rakos,,elf.rakos
malpedia_RansomEXX,Defray777,elf.ransomexx
malpedia_RansomExx2,,elf.ransomexx2
malpedia_RapperBot,,elf.rapper bot
malpedia_RaspberryPiBotnet,,elf.raspberrypibotnet
malpedia_rat_hodin,,elf.rat hodin
malpedia_rbs_srv,,elf.rbs srv
malpedia_RedTail,,elf.redtail
malpedia_RedXOR,,elf.redxor
malpedia_RedAlert Ransomware,N13V,elf.red alert
malpedia_Rekoobe,,elf.rekoobe
malpedia_reptile,,elf.reptile
malpedia_REvil,REvix,elf.revil
malpedia_Rex,,elf.rex
malpedia_RHOMBUS,,elf.rhombus
malpedia_Rhysida,,elf.rhysida
malpedia_Roboto,,elf.roboto
malpedia_RotaJakiro,,elf.rotajakiro
malpedia_Royal Ransom,"Royal_unix, Royal",elf.royal ransom
malpedia_Rshell,,elf.rshell
malpedia_RudeDevil,,elf.rude devil
malpedia_SALTWATER,,elf.saltwater
malpedia_Satori,,elf.satori
malpedia_SBIDIOT,,elf.sbidiot
malpedia_SEASPY,,elf.seaspy
malpedia_sedexp,,elf.sedexp
malpedia_SEXi,"Limpopo, Formosa, Socotra",elf.sexi
malpedia_ShellBind,,elf.shellbind
malpedia_Shishiga,,elf.shishiga
malpedia_SideWalk,,elf.sidewalk
malpedia_Silex,silexbot,elf.silex
malpedia_SimpleTea,"PondRAT, SimplexTea",elf.simpletea
malpedia_SLAPSTICK,,elf.slapstick
malpedia_SnappyTCP,,elf.snappy tcp
malpedia_SoWaT,,elf.sowat
malpedia_Spamtorte,,elf.spamtorte
malpedia_SpeakUp,,elf.speakup
malpedia_Specter,,elf.specter
malpedia_SpectralBlur,,elf.spectral blur
malpedia_Speculoos,,elf.speculoos
malpedia_SprySOCKS,,elf.spry socks
malpedia_Sshdinjector,,elf.sshdinjector
malpedia_SSHDoor,,elf.sshdoor
malpedia_Stantinko,,elf.stantinko
malpedia_STEELCORGI,,elf.steelcorgi
malpedia_Sunless,,elf.sunless
malpedia_sustes miner,,elf.sustes
malpedia_Suterusu,HCRootkit,elf.suterusu
malpedia_Sword2033,,elf.sword2033
malpedia_Symbiote,,elf.symbiote
malpedia_SysJoker,,elf.sysjoker
malpedia_Sysrv-hello,Sysrv,elf.sysrvhello
malpedia_SystemBC,,elf.systembc
malpedia_TeamTNT,,elf.teamtnt
malpedia_TheMoon,,elf.themoon
malpedia_TNTbotinger,,elf.tntbotinger
malpedia_Torii,,elf.torii
malpedia_TripleCross,,elf.triplecross
malpedia_Trump Bot,,elf.trump bot
malpedia_TSCookie,,elf.tscookie
malpedia_tsh,,elf.tsh
malpedia_Tsunami,"Muhstik, Radiation, Amnesia",elf.tsunami
malpedia_Turla RAT,,elf.turla rat
malpedia_Umbreon,Espeon,elf.umbreon
malpedia_Unidentified Linux 001,,elf.unidentified 001
malpedia_Unidentified ELF 004,,elf.unidentified 004
malpedia_Unidentified 005 (Sidecopy),,elf.unidentified 005
malpedia_Unidentified ELF 006 (Tox Backdoor),,elf.unidentified 006
malpedia_Hive (Vault 8),,elf.vault8 hive
malpedia_Vermilion Strike,,elf.vermilion strike
malpedia_VPNFilter,,elf.vpnfilter
malpedia_WatchBog,,elf.watchbog
malpedia_WellMail,,elf.wellmail
malpedia_elf.wellmess,,elf.wellmess
malpedia_WHIRLPOOL,,elf.whirlpool
malpedia_WhiteRabbit,,elf.whiterabbit
malpedia_Winnti,,elf.winnti
malpedia_Wirenet,,elf.wirenet
malpedia_WolfsBane,,elf.wolfsbane
malpedia_X-Agent,"splm, chopstick, fysbis",elf.xagent
malpedia_Xanthe,,elf.xanthe
malpedia_Xaynnalc,,elf.xaynnalc
malpedia_Xbash,,elf.xbash
malpedia_xdr33,,elf.xdr33
malpedia_XMRIG,,elf.xmrig
malpedia_XOR DDoS,XORDDOS,elf.xorddos
malpedia_Zergeca,,elf.zergeca
